name,nameEN,city,rate,address,phone,time,quality_rate,service_rate,w_to_p_ratio,decor_rate,features
هننی دونات (شهرک غرب),coffeeshops,tehran,8.1,شهرک غرب، بلوار دادمان، نرسیده به  پل یادگار ، پلاک ۱۶۷,02188580422,10-23,5, 5,4,5,['دستگاه کارت خوان']
کالوشه,coffeeshops,tehran,,چمران شمال، بعد از پل نیایش ، خیابان سئول ، شهرک سئول ، نبش هشتم شرقی( روبه روی درب غربی باشگاه انقلاب),02122129960,10-24,0, 0,0,0,"['پارکینگ', 'اینترنت رایگان', 'دستگاه کارت خوان']"
سیناک,coffeeshops,tehran,,سعادت آباد ، نبشه کوچه ی سی و دوم، پلاک ۵ ، طبقه ی اول,02188686007,12-24,0, 0,0,0,"['سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
بیترسوییت,coffeeshops,tehran,8.4,بلوار کشاورز، برج سامان، بلوک 1,02188998810,9:00-23:30,4, 4,5,5,"['صبحانه', 'دستگاه کارت خوان']"
قوام,coffeeshops,tehran,8.1,خیابان سی تیر،روبروی کلیسای پطرس،پلاک ۱۱۲,02166751622,10-24,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
آرمن یا,coffeeshops,tehran,6.8,مطهری،نرسیده به سهروردی،خیابان اورامان،نبش کوچه گروس,02188311142,8-23,4, 4,4,4,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
ودود,coffeeshops,tehran,,میدان هروی، میدان ملت، خیابان ریحانی(محمدی)، روبرو بانک پاسارگاد,02122334700,10-24,0, 0,0,0,"['سیگار', 'قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
دایرکت,coffeeshops,tehran,6.7,فلکه دوم صادقیه، بلوار گلاب ، جنب پارک شهروند,02144381000,12-24,4, 4,4,4,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
روژدا,coffeeshops,tehran,,میدان شیخ بهایی، مرکز خرید سئول ، واحد ۵۶ و ۵۷,02188049681,12:30-16,0, 0,0,0,"['ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
رزمیلو,coffeeshops,tehran,5.5,بلوار ارتش شرق، مجتمع خرید پرنیان،طبقه هفتم,02122494643,12-24,3, 2,3,2,"['صبحانه', 'فضای باز', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
چلت,coffeeshops,tehran,5.3,بالاتر از فلکه سوم شهران، .ورودی۲کوهسار.، فودکورت ویولند,91090317,11-24,2, 3,4,3,"['پارکینگ', 'اینترنت رایگان', 'چشم انداز', 'دستگاه کارت خوان']"
کتاب ققنوس,coffeeshops,tehran,7.8,خیابان انقلاب ،خیابان وصال،کوچه شفیعی،پلاک ۱,02166403386,10:30-23,5, 4,5,4,"['فضای باز', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
وستیک,coffeeshops,tehran,6.8,سعادت آباد،مجتمع تجاری اپال،طبقه دهم,02122389049,12-23,4, 4,4,3,"['اینترنت رایگان', 'دستگاه کارت خوان']"
دوناتو (پاسداران),coffeeshops,tehran,,پاسداران،دروس،خیابان هاتف اصفهانی،نبش کوچه جواهری ،پلاک ۷,02122564738,10-23,0, 0,0,0,"['ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
پالا,coffeeshops,tehran,8.1,خیابان نیاوران، روبروی جماران، جنب بانک پاسارگاد، پلاک ۱۶۲,02122834012,8-24,3, 4,4,2,"['صبحانه', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
زبان کلامستان,coffeeshops,tehran,6.7,میدان پالیزی ، ابتدای خیابان قندی، نبش دوم ، پلاک 21 زیرزمین,02188533413,10-23,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
هفت آسمان,coffeeshops,tehran,8.2,سعادت آباد،خیابان دریا،نبش مطهری جنوبی,02188564018,11-24,5, 5,5,5,"['موسیقی زنده', 'پارکینگ', 'قلیان', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
عمارت گود,coffeeshops,tehran,7.9,خیابان سمیه، خیابان موسوی نرسیده به ایرانشهر، خیابا فرصت،پلاک ۳۱,02188827280,12-24,4, 3,4,3,"['صبحانه', 'سیگار', 'فضای باز', 'اینترنت رایگان', 'چشم انداز', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
ال سولدادو,coffeeshops,tehran,5.2,خیابان شیراز جنوبی، خیابان علیخانی غربی، مجتمع ونک پارک، برج الوند، بال غربی، واحد ۲۹,09125654731,8-24,0, 0,0,0,"['اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
رکورد,coffeeshops,tehran,,شهرک غرب،فاز۱،خیابان ایران زمین،مرکز خرید گلستان،حیاط شرقی پلاک ۲۶,02188573317,10-23,0, 0,0,0,"['صبحانه', 'پارکینگ', 'سیگار', 'قلیان', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
سفره گالری گوهرانه,coffeeshops,tehran,,پانزده خرداد،بازارچه تاريخي عودلاجان,02133922495,8:30-17,0, 0,0,0,"['سیگار', 'قلیان', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
ریکوتا,coffeeshops,tehran,,سعادت آباد،بلوار دریا،خیابان رامشه،نبش توحید یکم,02188094633,7-23,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
سالیز (فلکه دوم تهرانپارس),coffeeshops,tehran,,فلکه د.م تهرانپارس، پاساژ  پارسیان، بالکن سمت راست,02177763411,11-23,0, 0,0,0,"['اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
سالیز (فرجام),coffeeshops,tehran,,تهرانپارس ، فرجام ، نبش عادل جنوبی,02177763411,7-23,0, 0,0,0,"['اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
سودا (هتل آتانا),coffeeshops,tehran,8.1,میدان فلسطین، ابتدای خیابان طالقانی غربی،پلاک 401 هتل آتانا,02141912,8-24,3, 5,5,5,"['صبحانه', 'پارکینگ', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
سریزو,coffeeshops,tehran,6.3,شریعتی، روبه رو حسینیه ارشاد، نبش بن بست هدیه,02122925762,8-22,4, 4,4,4,"['صبحانه', 'دستگاه کارت خوان']"
مون چری,coffeeshops,tehran,7.5,شهرک غرب، بلوار دادمان، خیابان فخار مقدم ، نبش گلبرگ 2 غربی,02188370725,8:30-24,4, 5,4,4,"['صبحانه', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
دوبرا (پاسداران),coffeeshops,tehran,7,پاسداران،خيابان داوود اسلامي،بين گلستان دوم و سوم,02122797549,12-24,4, 4,4,3,"['اینترنت رایگان', 'دستگاه کارت خوان']"
کاسا دل,coffeeshops,tehran,8.2,فلکه اول تهرانپارس، امیری طائمه، پلاک 20،ط 1,02177736003,9-23:30,5, 5,5,4,"['صبحانه', 'سیگار', 'قلیان', 'فضای باز', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
زرافه (تهرانپارس),coffeeshops,tehran,,تهرانپارس شرقی ، میدان رهبر ، ابتدای خیابان زهدی ، کوچه روشن شرقی,02177964767,8:30-23,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
مانی (گیشا),coffeeshops,tehran,,گیشا ، بین خیابان 10 و 12 ، پلاک 13,02188272823,11-24,0, 0,0,0,"['پارکینگ', 'قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
شهریار,coffeeshops,tehran,6,خیابان شریعتی ،خیابان شهید قندی، پارک اندیشه ، فرهنگسرای اندیشه,02186043927,10:30-23,3, 4,5,3,"['صبحانه', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
دایس,coffeeshops,tehran,7.5,پل کریمخان،ابتدای میرزای شیرازی،نبش کوچه یکم ،پلاک 3/2,02188842538,8-23,4, 3,4,3,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
مینگو,coffeeshops,tehran,,میدان انقلاب اسلامی، خیابان کارگر شمالی، بالاتر از خیابان نصرت,02166563877,11-23,0, 0,0,0,['دستگاه کارت خوان']
کتاب رنگی,coffeeshops,tehran,8.2,بلوار کشاورز، خیابان 16 آذر ،بن بست پارسی ،پلاک 6,02166976042,8-23,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
عمارت اطلسی,coffeeshops,tehran,7.7,میدان فلسطین،خیابان طالقانی غرب،خیابان سرپرست جنوبی،کوچه پارس,02166975237,8-22,4, 4,5,4,"['فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
گل,coffeeshops,tehran,6.7,حکیمیه، خیابان چمن آرا، روبرو در شمالی دانشگاه آزاد، گلخانه آیت,09125150690,9-23,4, 4,5,4,"['صبحانه', 'دستگاه کارت خوان']"
بشکه (ستاری),coffeeshops,tehran,,اتوبان ستاری، کوروش مال، طبقه همکف واحد ۹,09357320021,11-24,0, 0,0,0,['دستگاه کارت خوان']
پارلان,coffeeshops,tehran,,یوسف آباد، خیابان مهرام، جنب شیرینی فروشی بی بی,02188009591,9-24,0, 0,0,0,"['اینترنت رایگان', 'دستگاه کارت خوان']"
آی من,coffeeshops,tehran,5.9,بلوار کشاورز، ابتدای خیابان ۱۶ آذر,02188982566,8:30-24,4, 2,4,2,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
گعده,coffeeshops,tehran,,خیابان طالقانی،نرسیده به خیابان قرنی،روبروی هتل اطلس،پلاک ۲۹۸,99802768,11-23:30,0, 0,0,0,"['موسیقی زنده', 'سیگار', 'قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
رایمون,coffeeshops,tehran,8.1,شریعتی، بعد از دولت، نبش سینما فرهنگ، بالای بانک پارسیان، پلاک 1606,02126601561,12-24,0, 0,0,0,"['صبحانه', 'پارکینگ', 'سالاد بار', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
دست,coffeeshops,tehran,7.4,شهرك غرب،خيابان هرمزان،خيابان پيروزان جنوبي،مجمتع آموزشي نيكوكاري رعد,02188562015,10-24,4, 4,4,4,"['صبحانه', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
پرسه,coffeeshops,tehran,8.1,خیابان انقلاب، صبای جنوبی، نبش کوچه سرمد,02166493623,9:30-23,4, 4,4,4,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
سه ضلعی,coffeeshops,tehran,6.7,خیابان انقلاب، خیابان فلسطین، کوچه پشن، پلاک ۱۵,02166959918,10-23,0, 0,0,0,"['اینترنت رایگان', 'دستگاه کارت خوان']"
سه گاه,coffeeshops,tehran,8.4,میدان انقلاب، کارگرشمالی، بعد از چهار‌راه نصرت، نبش بن‌بست مهناز,9358509236,11-23,5, 4,5,4,['دستگاه کارت خوان']
جیلاردینو,coffeeshops,tehran,6.2,پونک،مجتمع تجاری بوستان،درب اصلی،راه پله ی سمت راست،طبقه2,0214449205,10-24,3, 2,3,2,"['صبحانه', 'سیگار', 'قلیان', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
گدار,coffeeshops,tehran,6.9,انقلاب، خیابان قدس، خیابان پورسینا، نبش کوچه جلالی,0214469,9-20:30,4, 4,4,4,"['اینترنت رایگان', 'دستگاه کارت خوان']"
آروما (بهشتی),coffeeshops,tehran,8.4,انتهای خیابان شهید بهشتی، بعد از تقاطع قایم مقام فرهانی، هتل آروما,09372293610,9-24,5, 5,5,5,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
فروغ (انقلاب),coffeeshops,tehran,7.5,خیابان انقلاب، بین چهار راه ولیعصر و پل کالج، روبروی خیابان خارک، پلاک 793,02166407186,8-23,3, 3,3,3,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
چوبیک (عرش آجودانیه),coffeeshops,tehran,,عرش آجودانیه,9125062720,11-23,0, 0,0,0,['دستگاه کارت خوان']
3 تی (کریمخان),coffeeshops,tehran,6.7,کریمخان، خیابان آبان جنوبی، خیابان سپند، پلاک ۶۹,02186037498,11-24,3, 3,2,2,"['فضای باز', 'دستگاه کارت خوان']"
کد,coffeeshops,tehran,8.2,خیابان ایرانشهر،پایین تر از خیابان سمیه،کوچه مهزاد پلاک ۸,02188837955,9-24,0, 0,0,0,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'دستگاه کارت خوان']"
خیابون,coffeeshops,tehran,5.3,خيابان سهروردي شمالي،خیابان خرمشهر،خیابان نيلوفر نبش دوم پلاك ١٢,02188171357,12-24,1, 1,1,5,"['قلیان', 'دستگاه کارت خوان']"
افست,coffeeshops,tehran,6.9,خيابان انقلاب،نرسيده بين چهارراه وليعصر و پل كالج جنب رخت ايراني بته جقه پلاك ٩٧٤,02166700666,9:30-23:30,4, 4,4,3,"['فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
دفینه,coffeeshops,tehran,8.1,دروازه شمیران، اول خ روشندلان پلاک 4,02177647478,10-23:30,0, 0,0,0,"['اینترنت رایگان', 'دستگاه کارت خوان']"
هیزم,coffeeshops,tehran,,بزرگراه رسالت، بین کرد و کرمان، خیابان برادران محمودی (لاهیجانی)، پلاک 20,02122508749,7:30-23,0, 0,0,0,"['صبحانه', 'سیگار', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
بامبو (سعادت آباد),coffeeshops,tehran,,میدان کاج، مجتمع سروستان، طبقه دوم، واحد ۴۲,02122376525,10-22,0, 0,0,0,"['اینترنت رایگان', 'دستگاه کارت خوان']"
کلبه فدک,coffeeshops,tehran,,نارمک، خیابان شهید مدنی، نظام آباد، بالاتر از مترو فدک، نبش کوچه علیجانی 122,02177035706,11-24,0, 0,0,0,"['صبحانه', 'قلیان', 'اینترنت رایگان', 'دستگاه کارت خوان']"
بستنی رضا (نارمک),coffeeshops,tehran,6.1,نارمک، گلبرگ غربی، میدان حلال احمر، روبروی پارک فدک,02177818421,11-24,2, 1,1,2,['دستگاه کارت خوان']
ها (ولیعصر),coffeeshops,tehran,8.1,چهارراه ولیعصر،روبروی تئاتر شهر،کوچه سرمد،پلاک 10,02166959331,9-24,0, 0,0,0,"['اینترنت رایگان', 'دستگاه کارت خوان']"
